"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8969993591309","61.6549987792969","61.773998260498","61.6559982299805","62.8199996948242","64.0619964599609","64.3349990844727","64.1159973144531","64.2089996337891","64.2409973144531","65.3369979858398","66.0139999389648","66.2429962158203","67.0940017700195","66.7900009155273","68.2239990234375","68.8840026855469","69.4410018920898","69.9670028686523","70.1220016479492","69.9530029296875","70.4209976196289","70.3259963989258","70.3960037231445","70.5100021362305","71.2379989624023","71.6050033569336","72.3099975585938","72.4570007324219","72.6060028076172",
"Austria","AUT","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.2330017089844","56.0110015869141","57.7210006713867","58.4930000305176","61.1720008850098","62.2830009460449","61.757999420166","61.6790008544922","62.2169990539551","62.4070014953613","62.3370018005371","62.0900001525879","63.8839988708496","63.9850006103516","63.1030006408691","64.7910003662109","65.5709991455078","66.681999206543","67.5830001831055","68.6070022583008","68.9219970703125","69.5289993286133","70.3099975585938","70.8339996337891","70.8899993896484","70.9520034790039","71.681999206543","71.7699966430664","71.8160018920898","71.8550033569336",
"Azerbaijan","AZE","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0820007324219","56.2919998168945","57.3759994506836","58.7060012817383","59.976001739502","60.8349990844727","61.0099983215332","60.9630012512207","60.7360000610352","60.632999420166","61.0890007019043","61.5410003662109","62.007999420166","62.4739990234375","62.9109992980957","63.3160018920898","63.7130012512207","64.1119995117188","64.5380020141602","65.015998840332","65.5469970703125","66.1480026245117","66.4380035400391","66.661003112793","67.4000015258789","67.9069976806641","68.4759979248047","69.1110000610352","69.193000793457","69.2720031738281",
"Burundi","BDI","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.947998046875","91.5410003662109","91.0630035400391","90.5149993896484","89.9029998779297","89.2310028076172","88.5260009765625","87.745002746582","86.8789978027344","86.2679977416992","85.6139984130859","85.0979995727539","84.5930023193359","84.1070022583008","83.6520004272461","83.2350006103516","82.8150024414063","82.4219970703125","82.0630035400391","81.7470016479492","81.4810028076172","81.25","81.0640029907227","80.9049987792969","80.7490005493164","81.0299987792969","81.2870025634766","81.5210037231445","81.620002746582","81.6719970703125",
"Belgium","BEL","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.2309989929199","48.1889991760254","49.2919998168945","50.2700004577637","51.2319984436035","51.8230018615723","52.0870018005371","52.8680000305176","53.7620010375977","55.8979988098145","56.5029983520508","54.314998626709","55.2080001831055","55.5670013427734","57.4309997558594","59.2680015563965","59.4249992370605","60.4269981384277","60.7529983520508","60.8219985961914","61.6769981384277","60.8919982910156","61.1080017089844","62.1139984130859","62.8839988708496","62.9970016479492","62.9179992675781","63.1940002441406","63.367000579834","63.5260009765625",
"Benin","BEN","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.726001739502","58.7169990539551","58.7280006408691","59.5820007324219","60.4290008544922","61.2700004577637","62.0940017700195","62.9059982299805","63.7060012817383","64.4929962158203","65.265998840332","66.0270004272461","66.7750015258789","67.495002746582","68.1439971923828","68.7249984741211","69.2350006103516","69.6790008544922","70.0630035400391","70.3980026245117","70.6920013427734","69.4649963378906","69.5869979858398","69.7350006103516","69.8970031738281","70.0640029907227","70.2210006713867","70.4029998779297","70.5540008544922","70.7070007324219",
"Burkina Faso","BFA","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1019973754883","79.072998046875","78.1910018920898","77.2770004272461","76.3259963989258","75.3430023193359","74.3330001831055","73.2870025634766","72.2109985351563","71.1060028076172","69.9710006713867","68.8130035400391","67.6289978027344","66.4199981689453","65.1829986572266","63.9220008850098","62.6360015869141","62.2799987792969","61.9189987182617","61.5559997558594","61.1910018920898","60.8359985351563","60.484001159668","60.132999420166","59.7869987487793","59.9039993286133","60.0260009765625","60.1549987792969","59.9889984130859","59.8170013427734",
"Bangladesh","BGD","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2980003356934","24.4340000152588","24.6380004882813","24.9060001373291","25.2299995422363","25.6040000915527","25.8929996490479","26.2399997711182","26.6219997406006","27.0100002288818","27.3859996795654","27.6459999084473","27.9160003662109","28.1870002746582","28.4540004730225","28.7229995727539","28.8419990539551","29.4009990692139","29.9680004119873","30.5410003662109","31.1159992218018","31.6909999847412","32.2709999084473","32.8549995422363","33.439998626709","34.0209999084473","34.5970001220703","37.9459991455078","38.1049995422363","38.2669982910156",
"Bulgaria","BGR","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8399963378906","66.1429977416992","66.4359970092773","65.4199981689453","64.3249969482422","63.1549987792969","61.9799995422363","60.7350006103516","59.3819999694824","57.8619995117188","56.1440010070801","59.6619987487793","59.1920013427734","57.2949981689453","58.5849990844727","57.4519996643066","60.3619995117188","62.056999206543","63.0110015869141","62.3349990844727","62.2029991149902","61.9690017700195","63.1360015869141","64.4899978637695","65.0149993896484","65.4499969482422","64.6699981689453","67.2679977416992","67.5019989013672","67.6750030517578",
"Bahrain","BHR","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.298999786377","30.0869998931885","30.7189998626709","31.4290008544922","32.1980018615723","32.9799995422363","33.5620002746582","34.1310005187988","34.7449989318848","35.4449996948242","36.2309989929199","36.9360008239746","37.6479988098145","38.4959983825684","39.4360008239746","40.4179992675781","41.1110000610352","41.9599990844727","42.9599990844727","44.0719985961914","45.242000579834","44.4659996032715","44.6790008544922","44.8969993591309","45.1269989013672","45.3370018005371","45.564998626709","45.9309997558594","46.0859985351563","46.2840003967285",
"Bahamas, The","BHS","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.7259979248047","69.6569976806641","70.6019973754883","71.5469970703125","72.4199981689453","72.7750015258789","73.0149993896484","73.120002746582","73.4400024414063","73.9089965820313","74.1039962768555","74.4380035400391","74.7330017089844","74.6520004272461","74.693000793457","74.9349975585938","75.0979995727539","75.2099990844727","75.0709991455078","74.8140029907227","75.0279998779297","74.9710006713867","75.1949996948242","75.1969985961914","75.1429977416992","74.9209976196289","74.9420013427734","75.1900024414063","75.5970001220703","75.9530029296875",
"Bosnia and Herzegovina","BIH","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8959999084473","45.9370002746582","45.8600006103516","45.7039985656738","45.5379981994629","45.375","45.3440017700195","45.3629989624023","45.3810005187988","45.3759994506836","45.3959999084473","45.4770011901855","45.5810012817383","45.6829986572266","45.7459983825684","45.6730003356934","45.5670013427734","45.4329986572266","45.3030014038086","45.0690002441406","44.931999206543","44.8120002746582","44.6520004272461","44.5660018920898","44.4659996032715","44.3889999389648","44.1240005493164","45.0040016174316","45.1710014343262","45.3269996643066",
"Belarus","BLR","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.4629974365234","64.5350036621094","64.5910034179688","64.7239990234375","64.9300003051758","65.2030029296875","65.4130020141602","65.556999206543","65.7460021972656","65.9759979248047","66.6910018920898","67.4749984741211","68.2799987792969","69.0630035400391","69.765998840332","70.3550033569336","70.8190002441406","71.193000793457","71.5189971923828","71.8460006713867","72.1989974975586","72.6039962768555","73.0319976806641","73.4710006713867","73.8880004882813","74.2610015869141","74.6080017089844","74.6100006103516","74.6470031738281","74.6800003051758",
"Belize","BLZ","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4869995117188","37.1199989318848","37.9010009765625","38.1590003967285","37.8300018310547","38.0019989013672","38.2700004577637","39.2379989624023","40.2309989929199","41.2709999084473","42.3610000610352","43.451000213623","44.5690002441406","45.7000007629395","46.818000793457","47.9070014953613","49.1940002441406","50.4620018005371","51.7190017700195","52.9790000915527","54.2470016479492","55.5690002441406","56.8919982910156","56.173999786377","55.4869995117188","54.8409996032715","54.9309997558594","55.1360015869141","55.5470008850098","55.984001159668",
"Bermuda","BMU","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0530014038086","57.6269989013672","57.8979988098145","58.4129981994629","58.9550018310547","59.4819984436035","59.9249992370605","60.4099998474121","60.6310005187988","60.8580017089844","61.0769996643066","61.7239990234375","62.3660011291504","63.0089988708496","63.6440010070801","64.2590026855469","64.8610000610352","62.4819984436035","64.1709976196289","64.4960021972656","64.2149963378906","63.9049987792969","60.056999206543","60.6290016174316","62.7700004577637","56.0699996948242","62.1980018615723","58.0919990539551","58.1319999694824","58.1790008544922",
"Brazil","BRA","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.8499984741211","46.007999420166","47.1710014343262","48.3320007324219","49.4869995117188","50.6339988708496","49.5540008544922","50.5040016174316","51.4420013427734","52.7999992370605","53.8880004882813","54.9970016479492","56.4990005493164","56.9980010986328","58.25","59.5270004272461","59.306999206543","59.1520004272461","59.1360015869141","59.8769989013672","58.5740013122559","57.2599983215332","58.3680000305176","58.4580001831055","58.5219993591309","59.2639999389648","59.4329986572266","60.5250015258789","60.6259994506836","60.7290000915527",
"Barbados","BRB","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7509994506836","70.9560012817383","71.8150024414063","72.9449996948242","73.9209976196289","75.1389999389648","76.1289978027344","75.2030029296875","75.1449966430664","75.0759963989258","75.0210037231445","75.0479965209961","75.0979995727539","75.1529998779297","75.7779998779297","75.7600021362305","75.6959991455078","75.588996887207","75.4570007324219","75.3280029296875","75.2269973754883","75.3460006713867","73.8690032958984","75.2799987792969","74.5189971923828","74.4400024414063","75.2119979858398","75.072998046875","75.0149993896484","74.9700012207031",
"Brunei Darussalam","BRN","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.7400016784668","48.015998840332","48.984001159668","50.0149993896484","51.1339988708496","52.3489990234375","53.2680015563965","54.2980003356934","55.4459991455078","56.6399993896484","57.7890014648438","58.3019981384277","58.1959991455078","58.201000213623","58.3440017700195","58.5859985351563","58.75","58.9119987487793","59.1160011291504","59.375","59.6769981384277","60.0089988708496","60.3240013122559","60.6360015869141","60.9620018005371","61.3129997253418","61.6790008544922","62.0530014038086","62.125","62.2140007019043",
"Bhutan","BTN","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2000007629395","56.6360015869141","56.2270011901855","55.9129981994629","55.5830001831055","55.1959991455078","55.6790008544922","56.2229995727539","56.8530006408691","57.6469993591309","58.640998840332","60.3969993591309","62.2070007324219","63.9249992370605","65.4420013427734","66.7210006713867","67.5820007324219","68.302001953125","68.875","69.3280029296875","66.5419998168945","64.0390014648438","65.5859985351563","60.1469993591309","56.890998840332","60.0999984741211","60.2480010986328","60.3479995727539","60.6510009765625","60.9220008850098",
"Botswana","BWA","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1609992980957","47.6710014343262","48.1440010070801","48.6290016174316","49.1920013427734","49.8569984436035","50.3199996948242","50.882999420166","51.5110015869141","51.2210006713867","50.9630012512207","52.0139999389648","53.1049995422363","54.2220001220703","55.3330001831055","56.4210014343262","57.5279998779297","57.8569984436035","58.1790008544922","58.4970016479492","55.6539993286133","59.6920013427734","63.5089988708496","67.0759963989258","67.4710006713867","67.8529968261719","68.2220001220703","68.6279983520508","69.0839996337891","69.5149993896484",
"Central African Republic","CAF","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2829971313477","67.2269973754883","67.2080001831055","67.2429962158203","67.318000793457","67.4209976196289","67.3570022583008","67.3300018310547","67.3270034790039","67.3519973754883","67.3990020751953","67.3140029907227","67.2600021362305","67.2210006713867","67.2220001220703","67.2379989624023","67.1920013427734","67.1569976806641","67.1269989013672","67.1060028076172","67.0989990234375","66.9570007324219","66.7799987792969","66.4960021972656","66.2710037231445","66.0439987182617","66.1039962768555","66.1949996948242","66.1139984130859","66.0419998168945",
"Canada","CAN","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.3870010375977","68.5410003662109","67.9619979858398","67.8379974365234","67.7649993896484","67.7890014648438","67.8150024414063","68.234001159668","69.036003112793","69.7509994506836","70.3629989624023","70.7259979248047","72.0940017700195","73.2580032348633","73.4039993286133","72.9820022583008","73.3359985351563","74.1809997558594","74.1910018920898","74.2369995117188","74.2829971313477","74.1070022583008","74.2490005493164","74.588996887207","74.1569976806641","74.1009979248047","74.3779983520508","74.9749984741211","75.120002746582","75.2620010375977",
"Central Europe and the Baltics","CEB","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.3051291074269","63.2478398539665","63.1843885509583","62.6025525394633","61.946697275811","61.2269427933149","60.3145901356819","60.091958003169","59.8522627894849","59.8041450530018","60.1499819651086","60.3546672634651","58.8539958422644","58.6941131833412","58.562340874137","58.3553436377961","58.4543454156968","58.1963395590782","58.3762935780879","58.7970436044766","59.5816302773267","59.6713495013178","60.5063835624301","60.9798154002159","61.9036820988123","62.4203447448351","62.8411306298055","63.9801315904738","64.2273028611901","64.4571840662842",
"Switzerland","CHE","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.927001953125","68.6039962768555","69.7880020141602","69.9540023803711","68.9560012817383","68.9010009765625","70.2750015258789","70.6579971313477","71.9710006713867","72.3639984130859","71.7699966430664","73.2440032958984","73.8030014038086","74.1630020141602","73.9960021972656","74.3509979248047","74.806999206543","75.1119995117188","76.7210006713867","77.1179962158203","75.2409973144531","76.254997253418","76.7200012207031","77.120002746582","78.1100006103516","78.7229995727539","79.5439987182617","79.3320007324219","79.4850006103516","79.629997253418",
"Channel Islands","CHI","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.9150009155273","56.9339981079102","57.3139991760254","57.7159996032715","58.4370002746582","58.4160003662109","58.2140007019043","58.6269989013672","59.3559989929199","60.4000015258789","60.685001373291","60.9300003051758","61.6430015563965","61.8740005493164","61.5","61.8800010681152","62.257999420166","62.3240013122559","62.2599983215332","62.2960014343262","62.7080001831055","61.359001159668","61.4790000915527","61.734001159668","62.4500007629395","62.9420013427734","63.3559989929199","63.6710014343262","63.7569999694824","63.8540000915527",
"Chile","CHL","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.3810005187988","37.8499984741211","38.5820007324219","39.0130004882813","39.3530006408691","40.0379981994629","40.7299995422363","41.8779983520508","42.2099990844727","42.451000213623","42.3660011291504","41.4630012512207","41.3650016784668","42.9469985961914","44.7849998474121","46.0480003356934","46.9580001831055","48.3120002746582","51.1360015869141","51.8720016479492","52.875","54.8600006103516","55.306999206543","55.726001739502","56.398998260498","56.568000793457","57.0449981689453","57.8289985656738","58.1730003356934","58.5069999694824",
"China","CHN","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3889999389648","79.2519989013672","79.1179962158203","78.9779968261719","78.8119964599609","78.6009979248047","78.3610000610352","78.068000793457","77.7170028686523","77.3010025024414","76.822998046875","76.015998840332","75.1169967651367","74.1729965209961","73.265998840332","72.4540023803711","71.7509994506836","71.1640014648438","70.6569976806641","70.1620025634766","69.6360015869141","69.5380020141602","69.5039978027344","69.4440002441406","69.4010009765625","69.3369979858398","69.265998840332","69.2350006103516","69.0100021362305","68.7249984741211",
"Cote d'Ivoire","CIV","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4179992675781","48.4599990844727","48.5509986877441","48.6809997558594","48.8370018005371","49.0169982910156","49.0250015258789","49.0449981689453","49.0870018005371","49.0620002746582","49.048999786377","49.0550003051758","49.0639991760254","49.0709991455078","49.0709991455078","49.0639991760254","49.068000793457","49.0690002441406","49.0629997253418","49.048999786377","49.0279998779297","49.0069999694824","48.9860000610352","48.9700012207031","48.9679985046387","48.9869995117188","49.0270004272461","49.2050018310547","49.2820014953613","49.3689994812012",
"Cameroon","CMR","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2979965209961","79.2170028686523","79.1569976806641","79.1100006103516","79.088996887207","79.0839996337891","79.0490036010742","79.0289993286133","79.0189971923828","79.015998840332","79.0199966430664","79.0070037841797","79.0019989013672","79.0070037841797","79.0260009765625","79.0589981079102","79.0970001220703","79.1520004272461","76.75","74.1989974975586","71.5139999389648","71.620002746582","71.7379989624023","71.8629989624023","71.9879989624023","72.1100006103516","72.213996887207","72.3150024414063","72.1460037231445","71.9680023193359",
"Congo, Dem. Rep.","COD","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.1389999389648","72.0400009155273","71.9489974975586","71.8639984130859","71.8130035400391","71.8010025024414","71.7149963378906","71.6480026245117","71.6119995117188","71.5859985351563","71.5579986572266","71.4940032958984","71.4489974975586","71.4160003662109","71.3929977416992","71.3769989013672","70.1210021972656","68.8349990844727","67.5210037231445","66.1829986572266","64.8209991455078","63.4309997558594","62.015998840332","62.0029983520508","62.0040016174316","62.0149993896484","61.9910011291504","61.9939994812012","61.7019996643066","61.4070014953613",
"Congo, Rep.","COG","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0449981689453","66.0940017700195","66.1719970703125","66.2730026245117","66.3929977416992","66.5429992675781","66.6399993896484","66.7580032348633","66.9049987792969","67.0699996948242","67.2639999389648","67.3470001220703","67.4619979858398","67.5950012207031","67.7360000610352","67.8720016479492","68.0139999389648","68.1520004272461","68.2990036010742","68.4509963989258","68.6100006103516","68.5630035400391","68.5029983520508","68.4329986572266","68.359001159668","68.2809982299805","68.2440032958984","68.2310028076172","68.129997253418","68.0169982910156",
