"Data Source","World Development Indicators",

"Last Updated Date","2019-12-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Botswana","BWA","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9990005493164","77.4690017700195","77.0019989013672","76.5410003662109","76.0199966430664","75.411003112793","74.8330001831055","74.1640014648438","73.5950012207031","71.6719970703125","69.5800018310547","70.0299987792969","70.5550003051758","71.1289978027344","71.7099990844727","72.2710037231445","72.8420028686523","72.3889999389648","71.9499969482422","71.5309982299805","68.3339996337891","73.140998840332","76.7779998779297","79.5609970092773","79.5930023193359","79.7559967041016","79.8259963989258","79.8899993896484","80.1959991455078","80.4720001220703",
"Central African Republic","CAF","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.004997253418","80.9530029296875","80.9120025634766","80.7789993286133","80.5849990844727","80.3560028076172","80.3359985351563","80.2060012817383","80.056999206543","79.8949966430664","79.7699966430664","79.7819976806641","79.7429962158203","79.7440032958984","79.6350021362305","79.5660018920898","79.697998046875","79.7880020141602","79.8450012207031","79.838996887207","79.7460021972656","80.0220031738281","80.1829986572266","80.620002746582","80.5599975585938","80.3720016479492","80.0960006713867","79.7460021972656","79.7590026855469","79.7839965820313",
"Canada","CAN","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9449996948242","83.9130020141602","82.7350006103516","82.3899993896484","82.0989990234375","81.5530014038086","81.3219985961914","81.4929962158203","81.4280014038086","81.9020004272461","81.9499969482422","81.9280014038086","82.6949996948242","83.0790023803711","82.8730010986328","82.5019989013672","82.1100006103516","82.4169998168945","82.6600036621094","81.7519989013672","81.4710006713867","81.5110015869141","81.3509979248047","81.427001953125","81.3000030517578","81.7590026855469","81.7760009765625","81.911003112793","81.9140014648438","81.911003112793",
"Central Europe and the Baltics","CEB","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.6872517485551","76.7970054153486","76.696574475246","76.0982316654013","75.3352077065891","74.8858261094806","74.1518118306838","73.5940105158855","73.0634676296977","72.5560269132825","72.354024174047","72.3106704345337","71.2338578071099","70.9519381590805","71.0990048087016","71.1956111272762","71.4103256670053","71.5967501904537","72.1546510623907","72.3622915323906","72.9661145378238","72.9095742818234","73.626174338068","74.1894795902286","75.1421537663234","75.7191690201912","76.2101061091246","77.3592068568126","77.4980214334823","77.5926766311369",
"Switzerland","CHE","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.6559982299805","91.0790023803711","90.9459991455078","91.0029983520508","89.9169998168945","90.1470031738281","90.0810012817383","89.838996887207","90.0640029907227","89.6800003051758","89.3040008544922","89.0019989013672","88.6129989624023","88.3349990844727","87.8539962768555","87.370002746582","87.754997253418","88.2249984741211","87.9459991455078","87.8059997558594","87.2310028076172","87.6760025024414","87.6419982910156","87.5599975585938","87.6460037231445","87.9440002441406","88.2330017089844","88.4990005493164","88.4189987182617","88.3359985351563",
"Channel Islands","CHI","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.1399993896484","81.5110015869141","81.5589981079102","81.6829986572266","81.6800003051758","81.7509994506836","81.8789978027344","81.7919998168945","81.7269973754883","81.4140014648438","81.2789993286133","81.2109985351563","80.9229965209961","80.7289962768555","80.7149963378906","80.7200012207031","80.5589981079102","80.5350036621094","80.4100036621094","80.1709976196289","79.6100006103516","79.9629974365234","79.9120025634766","79.9690017700195","79.9309997558594","79.9309997558594","79.8339996337891","79.7750015258789","79.7089996337891","79.6230010986328",
"Chile","CHL","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.5469970703125","80.8980026245117","81.2610015869141","81.5189971923828","81.7109985351563","81.8809967041016","81.9489974975586","81.5240020751953","81.4380035400391","81.3990020751953","80.2239990234375","79.6920013427734","79.0920028686523","78.6839981079102","78.6210021972656","78.6989974975586","79.4140014648438","79.7009963989258","80.4250030517578","79.7070007324219","79.7149963378906","80.1139984130859","79.7789993286133","79.6490020751953","79.5039978027344","79.7229995727539","79.0920028686523","79.1080017089844","79.2649993896484","79.4089965820313",
"China","CHN","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.8479995727539","88.8539962768555","88.9059982299805","88.9749984741211","89.0139999389648","88.9899978637695","88.9100036621094","88.7649993896484","88.5429992675781","88.2300033569336","87.8249969482422","87.2600021362305","86.5849990844727","85.8649978637695","85.2040023803711","84.6669998168945","84.2519989013672","83.9599990844727","83.745002746582","83.5380020141602","83.2949981689453","83.2300033569336","83.1800003051758","83.1230010986328","83.0780029296875","83.0429992675781","83.0080032348633","83.0370025634766","83.0080032348633","82.9079971313477",
"Cote d'Ivoire","CIV","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.4499969482422","84.2639999389648","84.0039978027344","83.6969985961914","83.3740005493164","82.9830017089844","82.8209991455078","82.7220001220703","82.5940017700195","81.9100036621094","81.2220001220703","80.5299987792969","79.8089981079102","79.0490036010742","78.2490005493164","77.4079971313477","76.572998046875","75.7089996337891","74.8130035400391","73.8850021362305","72.9309997558594","71.9660034179688","70.9889984130859","70.0070037841797","69.036003112793","68.0859985351563","67.1490020751953","67.0029983520508","66.8889999389648","66.7890014648438",
"Cameroon","CMR","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.1549987792969","88.2229995727539","88.2379989624023","88.234001159668","88.1050033569336","87.9059982299805","87.754997253418","87.5339965820313","87.2669982910156","86.9810028076172","86.6999969482422","86.5179977416992","86.338996887207","86.1650009155273","85.9909973144531","85.8629989624023","85.8619995117188","85.8359985351563","84.6780014038086","83.4390029907227","82.1230010986328","82.2249984741211","82.3130035400391","82.3730010986328","82.3919982910156","82.3629989624023","82.3450012207031","82.2839965820313","82.197998046875","82.1009979248047",
"Congo, Dem. Rep.","COD","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3440017700195","71.6569976806641","71.9759979248047","72.3119964599609","72.4359970092773","72.4089965820313","72.5579986572266","72.6940002441406","72.7080001831055","72.7330017089844","72.802001953125","72.927001953125","72.9649963378906","72.9570007324219","72.9219970703125","72.8820037841797","72.1009979248047","71.3000030517578","70.4800033569336","69.6439971923828","68.7919998168945","67.9199981689453","67.0250015258789","67.0080032348633","66.9380035400391","66.8499984741211","66.8420028686523","66.7360000610352","66.5429992675781","66.3440017700195",
"Congo, Rep.","COG","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","SL.TLF.ACTI.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7919998168945","71.5550003051758","71.2969970703125","71.1050033569336","71.0299987792969","70.8489990234375","70.7269973754883","70.7419967651367","70.7379989624023","70.8789978027344","70.879997253418","71.0289993286133","71.1559982299805","71.3580017089844","71.5500030517578","71.7129974365234","71.875","72.2020034790039","72.4209976196289","72.5820007324219","72.6660003662109","72.9759979248047","73.1579971313477","73.2399978637695","73.1829986572266","73.1240005493164","73.0830001831055","72.8570022583008","72.7620010375977","72.6480026245117",
